Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
elhaouareb,هـــــــوارب,0.0,21,0.0,0.550913,0.0,7.28744,0.07992,0.632994,1.37654,2.42948,10.6103,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-02-14 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.0048825,0.197801,0.0,0.0,13.261,0.0514216,48.1449,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-02-14 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0162246,0.457613,1.42592,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-02-14 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0071589,0.477168,0.0,0.1,0.1938,0.138231,1.59222,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-02-14 00:00:00
bezirk,بزيـــــــغ,0.000345173,25,0.0,1.5052,0.0118967,0.605863,0.0,0.609,0.84934,1.90391,3.36922,4.0052,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-02-14 00:00:00
chiba,شيبـــــــة,0.00117646,26,0.0,0.9282,0.0079131,0.246411,0.077326,0.584912,1.09095,1.55127,4.55255,1.19516,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-02-14 00:00:00
masri,مصــــــري,0.0,27,0.0,2.78094,0.0266918,0.448524,0.0,4.16645,0.691901,0.550621,2.9836,2.91529,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-02-14 00:00:00
lebna,لبنــــــــة,0.0069552,28,0.00149,12.2661,0.0907734,2.65429,0.02155,0.726583,3.76017,18.6732,12.8025,21.873,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-02-14 00:00:00
hma,الحمـــــى,0.000501001,29,0.0,1.98405,0.00232255,1.69374,0.0,0.017334,0.432658,0.335233,3.17624,1.96047,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-02-14 00:00:00
abid,العبيـــــــد,0.000536545,30,0.0,4.10556,0.0239895,0.689817,0.01299,0.757009,0.734283,3.22698,3.66068,7.77315,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-02-14 00:00:00
mellegue,مـــــلاق,0.0361778,1,0.0864,13.0918,0.517995,27.7473,1.1232,23.4424,9.45404,34.5473,102.046,24.9559,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-02-13 00:00:00
benmetir,بنيمطيــر,0.00143543,2,0.0,24.7457,1.20634,12.6098,0.78482,11.6971,9.88153,6.92497,24.3246,39.4745,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-02-13 00:00:00
kasseb,كســاب,0.126473,3,0.09504,39.757,2.36489,18.7565,1.23552,15.7766,11.175,8.06376,24.5639,51.6931,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-02-13 00:00:00
barbara,بربرة,0.0520085,4,0.04818,64.971,2.26636,33.7629,2.10037,13.6198,20.8577,13.1679,49.5681,64.6688,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-02-13 00:00:00
sidisalem,سيدي ســــالم,0.399752,5,0.443,294.428,15.4422,104.277,6.25688,97.0676,93.8696,117.62,194.843,450.754,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-02-13 00:00:00
bouheurtma,بو هرتمـــــه,0.0891141,6,0.0866,33.5872,1.38935,21.6876,1.09701,22.8405,22.6967,20.7876,42.4886,53.7035,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-02-13 00:00:00
joumine,جوميــــــن,0.244239,7,0.09323,48.5005,4.8694,28.6549,1.14453,8.82722,20.7104,21.8797,42.8083,58.6542,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-02-13 00:00:00
ghezala,غزالـــــــة,0.0349459,8,0.0,6.2063,0.31309,1.98825,0.0,0.6844,2.78103,2.2886,5.15,7.93306,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-02-13 00:00:00
melah,المالح,0.0199223,33,0.04821,14.4084,0.409578,6.11862,0.62616,3.92734,5.7,8.87215,14.0652,31.876,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-02-13 00:00:00
tine,الطين,0.0102895,34,0.02983,8.6182,0.637048,4.30241,0.39139,4.73084,2.91,,11.5445,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-02-13 00:00:00
sejnane,سجنــــــان,0.0572857,9,0.440015,101.63,1.52656,75.4399,5.05865,101.733,30.8919,49.8786,76.8209,88.1922,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-02-13 00:00:00
zarga,الزرقة,0.00201364,10,0.0,17.986,0.234047,5.68462,0.0203,3.3637,3.86,18.0518,13.7403,22.762,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-02-13 00:00:00
kebir,الكبير,0.0840832,31,0.0,5.4984,0.971472,12.6691,1.39202,11.6624,11.0037,9.69421,24.1102,6.1824,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-02-13 00:00:00
moula,المولى,0.00182529,32,0.0,26.337,0.550392,12.2804,0.419,10.2607,7.57209,7.26519,21.9913,25.7335,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-02-13 00:00:00
selbarrak,سيدي البــــراق,1.26268,11,0.0126,286.827,10.0927,133.228,0.0126,39.7045,76.5082,85.0743,180.209,282.59,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-02-13 00:00:00
ziatine,الزياتين,0.0108952,12,0.005498,26.5216,0.142125,5.59309,0.0739264,3.07976,5.1,12.2755,20.0862,32.2677,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-02-13 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.9515,0.0296875,5.59309,0.0,4.0594,2.4864,3.4954,4.94714,17.5648,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-02-13 00:00:00
harka,الحركة,0.02,35,0.02,30.314,0.159087,0.159087,0.07,0.07,4.39,,16.9079,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-02-13 00:00:00
siliana,سليانـــــــة,0.00518227,14,0.0,11.0795,0.26465,9.75087,0.0086,2.45285,5.66166,5.43328,20.7156,21.0371,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-02-13 00:00:00
lakhmess,لخمـــــــاس,0.000819162,15,9.8e-05,2.92463,0.0606031,1.18952,0.154962,1.25101,1.62847,0.850706,6.74734,5.04572,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-02-13 00:00:00
rmil,الرميـــــــل,0.000691815,16,0.0,1.348,0.0221173,1.36681,0.0,0.089432,2.02382,0.503677,6.49668,1.3644,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-02-13 00:00:00
birmcherga,بئر المشارقـــة,0.00636076,17,0.002,33.3812,0.273197,8.32329,0.026,0.4608,4.8588,4.78288,16.7744,34.9638,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-02-13 00:00:00
rmel,الرمــــــل,0.00891929,18,0.006,5.6512,0.0762894,5.34435,0.078,1.00363,1.25125,3.89483,11.9851,11.9458,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-02-13 00:00:00
nebhana,نبهانــــــة,0.0258496,19,0.03126,7.1678,0.375509,4.73826,0.36445,2.81376,2.4881,3.21078,13.4486,14.1795,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-02-13 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.042024,54.419,0.176197,21.4641,0.747121,5.78555,1.48658,5.76952,31.1638,56.6965,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-02-13 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,0.571795,0.0,7.28744,0.07992,0.632994,1.37654,2.42729,10.5628,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-02-13 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.00453375,0.197452,0.0,0.0,13.261,0.0511077,47.6876,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-02-13 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0162246,0.457613,1.42536,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-02-13 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.00664755,0.476657,0.0,0.1,0.1938,0.138231,1.58554,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-02-13 00:00:00
bezirk,بزيـــــــغ,0.000237786,25,0.0,1.5052,0.0115515,0.605517,0.0,0.609,0.84934,1.90351,3.33994,4.0052,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-02-13 00:00:00
chiba,شيبـــــــة,0.000901154,26,0.0,0.91684,0.00673665,0.245234,0.077326,0.584912,1.09095,1.55007,4.51493,1.20652,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-02-13 00:00:00
masri,مصــــــري,0.0170438,27,0.0,2.73046,0.0266918,0.448524,0.0,4.16645,0.691901,0.550621,2.95975,2.92114,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-02-13 00:00:00
lebna,لبنــــــــة,0.00902259,28,0.0021,12.2661,0.0838182,2.64734,0.02006,0.725093,3.76017,18.6732,12.6728,21.9406,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-02-13 00:00:00
hma,الحمـــــى,0.000958436,29,0.0,1.98405,0.00182155,1.69323,0.0,0.017334,0.432658,0.334392,3.16132,1.96047,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-02-13 00:00:00
abid,العبيـــــــد,0.00414794,30,0.003326,4.10556,0.0234529,0.68928,0.01299,0.757009,0.734283,3.22698,3.63536,7.78456,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-02-13 00:00:00
mellegue,مـــــلاق,0.0359846,1,0.0864,13.1426,0.481817,27.7112,1.0368,23.356,9.45404,34.5405,101.72,25.0417,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-02-12 00:00:00
benmetir,بنيمطيــر,0.00143543,2,0.0,24.7457,1.20491,12.6083,0.78482,11.6971,9.88153,6.92497,23.9838,39.6063,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-02-12 00:00:00
kasseb,كســاب,0.12669,3,0.09504,39.7279,2.23841,18.6301,1.14048,15.6816,11.175,8.06376,24.1786,51.7611,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-02-12 00:00:00
barbara,بربرة,0.136878,4,0.04818,64.971,2.21435,33.7109,2.05219,13.5716,20.8577,13.1604,48.8489,64.6688,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-02-12 00:00:00
sidisalem,سيدي ســــالم,0.713847,5,0.443,294.428,15.0424,103.877,5.81388,96.6246,93.8696,117.489,191.606,451.154,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-02-12 00:00:00
bouheurtma,بو هرتمـــــه,0.00579957,6,0.08658,33.5872,1.30024,21.5985,1.01041,22.7539,22.6967,20.6965,41.7059,53.9171,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-02-12 00:00:00
joumine,جوميــــــن,0.24818,7,0.093256,48.3504,4.62517,28.4106,1.0513,8.73399,20.7104,21.81,42.0942,58.8258,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-02-12 00:00:00
ghezala,غزالـــــــة,0.026526,8,0.0,6.17207,0.278144,1.9533,0.0,0.6844,2.78103,2.28066,5.0541,7.93306,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-02-12 00:00:00
melah,المالح,0.00659242,33,0.04942,14.438,0.389656,6.0987,0.57795,3.87913,5.7,8.87215,13.8686,31.954,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-02-12 00:00:00
tine,الطين,0.0124855,34,0.03202,8.6409,0.626759,4.29212,0.36156,4.70101,2.91,,11.4441,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-02-12 00:00:00
sejnane,سجنــــــان,0.138093,9,0.462805,102.014,1.46927,75.3826,4.61863,101.293,30.8919,49.716,75.7556,88.0736,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-02-12 00:00:00
zarga,الزرقة,0.00279672,10,0.0,17.986,0.232033,5.68261,0.0203,3.3637,3.86,18.0159,13.6072,22.744,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-02-12 00:00:00
kebir,الكبير,0.0168988,31,1.39202,5.4148,0.887389,12.585,1.39202,11.6624,11.0037,9.68557,23.7308,6.1748,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-02-12 00:00:00
moula,المولى,0.00161055,32,0.0,26.337,0.548567,12.2785,0.419,10.2607,7.57209,7.26371,21.7302,25.7335,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-02-12 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.0,285.609,8.82999,131.965,0.0,39.6919,76.5082,85.0268,177.571,282.892,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-02-12 00:00:00
ziatine,الزياتين,0.0102949,12,0.006297,26.5216,0.13123,5.59309,0.0684284,3.07426,5.1,12.2755,19.9103,32.3267,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-02-12 00:00:00
gamgoum,القمقوم,0.00107175,13,0.0,17.9515,0.0296875,5.59309,0.0,4.0594,2.4864,3.49434,4.8614,17.5648,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-02-12 00:00:00
harka,الحركة,0.0233609,35,0.02,30.314,0.139087,0.139087,0.05,0.05,4.39,,16.7566,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-02-12 00:00:00
siliana,سليانـــــــة,0.0150778,14,0.0086,11.0795,0.259468,9.74569,0.0086,2.45285,5.66166,5.43328,20.5204,21.2022,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-02-12 00:00:00
lakhmess,لخمـــــــاس,0.00550394,15,0.004302,2.92463,0.059784,1.1887,0.154864,1.25092,1.62847,0.84466,6.69118,5.04572,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-02-12 00:00:00
rmil,الرميـــــــل,0.0008139,16,0.0,1.348,0.0214255,1.36612,0.0,0.089432,2.02382,0.500848,6.42689,1.3808,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-02-12 00:00:00
birmcherga,بئر المشارقـــة,0.00799605,17,0.002,33.3812,0.266837,8.31693,0.024,0.4588,4.8588,4.76997,16.6069,34.9638,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-02-12 00:00:00
rmel,الرمــــــل,0.0,18,0.006,5.6512,0.0673701,5.33543,0.072,0.997625,1.25125,3.89483,11.942,11.9893,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-02-12 00:00:00
nebhana,نبهانــــــة,0.0181598,19,0.039,7.183,0.349659,4.71241,0.33319,2.7825,2.4881,3.1963,13.3628,14.2026,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-02-12 00:00:00
sidisaad,سيدي سعـــد,0.0615377,20,0.047514,54.5142,0.176197,21.4641,0.705097,5.74353,1.48658,5.76952,31.1125,56.7961,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-02-12 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0072,0.613558,0.0,7.28744,0.07992,0.632994,1.37654,2.4255,10.5153,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-02-12 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.004185,0.197103,0.0,0.0,13.261,0.0507938,47.2303,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-02-12 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0162246,0.457613,1.4248,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-02-12 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0061362,0.476145,0.0,0.1,0.1938,0.138231,1.57885,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-02-12 00:00:00
bezirk,بزيـــــــغ,0.000429549,25,0.0,1.5052,0.0113137,0.60528,0.0,0.609,0.84934,1.90351,3.31065,4.0144,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-02-12 00:00:00
chiba,شيبـــــــة,0.000583721,26,0.0,0.8998,0.00583549,0.244333,0.077326,0.584912,1.09095,1.54967,4.47731,1.2122,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-02-12 00:00:00
masri,مصــــــري,0.0,27,0.0,2.65753,0.00964799,0.43148,0.0,4.16645,0.691901,0.550055,2.93589,2.92114,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-02-12 00:00:00
lebna,لبنــــــــة,0.0,28,0.002,12.2661,0.0747956,2.63831,0.01796,0.722993,3.76017,18.6524,12.5432,21.9406,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-02-12 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.98405,0.000863109,1.69228,0.0,0.017334,0.432658,0.33349,3.1464,1.96047,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-02-12 00:00:00
abid,العبيـــــــد,0.00034836,30,0.00722,4.10556,0.019305,0.685132,0.009664,0.753683,0.734283,3.22617,3.61004,7.79597,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-02-12 00:00:00
mellegue,مـــــلاق,0.0107779,1,0.0864,13.1935,0.445832,27.6752,0.9504,23.2696,9.45404,34.5337,101.394,25.1275,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-02-11 00:00:00
benmetir,بنيمطيــر,0.0532154,2,0.0,24.7457,1.20347,12.6069,0.78482,11.6971,9.88153,6.92497,23.6431,39.7382,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-02-11 00:00:00
kasseb,كســاب,0.155946,3,0.09504,39.6989,2.11172,18.5034,1.04544,15.5866,11.175,8.06376,23.7932,51.8292,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-02-11 00:00:00
barbara,بربرة,0.164582,4,0.547396,64.8846,2.07747,33.574,2.00401,13.5234,20.8577,13.1509,48.1296,64.6688,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-02-11 00:00:00
sidisalem,سيدي ســــالم,0.397415,5,0.443,294.116,14.3286,103.163,5.37088,96.1816,93.8696,117.266,188.369,451.952,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-02-11 00:00:00
bouheurtma,بو هرتمـــــه,0.131982,6,0.08656,33.6718,1.29444,21.5927,0.92383,22.6673,22.6967,20.5966,40.9233,54.0773,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-02-11 00:00:00
joumine,جوميــــــن,0.433879,7,0.088482,48.2003,4.37699,28.1625,0.958048,8.64073,20.7104,21.783,41.38,59.0433,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-02-11 00:00:00
ghezala,غزالـــــــة,0.0349931,8,0.0,6.1464,0.251618,1.92677,0.0,0.6844,2.78103,2.27134,4.9582,7.93306,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-02-11 00:00:00
melah,المالح,0.00475127,33,0.04774,14.4824,0.383063,6.09211,0.52853,3.82971,5.7,8.87215,13.6721,32.058,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-02-11 00:00:00
tine,الطين,0.0107714,34,0.0303,8.6636,0.614273,4.27964,0.32954,4.66899,2.91,,11.3438,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-02-11 00:00:00
sejnane,سجنــــــان,0.236847,9,0.428245,102.34,1.33118,75.2445,4.15583,100.831,30.8919,49.716,74.6904,88.0736,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-02-11 00:00:00
zarga,الزرقة,0.00335606,10,0.0,17.986,0.229237,5.67981,0.0203,3.3637,3.86,18.0159,13.4741,22.78,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-02-11 00:00:00
kebir,الكبير,0.0923026,31,0.0,6.7904,0.87049,12.5681,0.0,10.2704,11.0037,9.68427,23.3513,6.1748,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-02-11 00:00:00
moula,المولى,0.0,32,0.015,26.337,0.546956,12.2769,0.419,10.2607,7.57209,7.26212,21.4691,25.7335,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-02-11 00:00:00
selbarrak,سيدي البــــراق,1.54138,11,0.0,286.212,8.82999,131.965,0.0,39.6919,76.5082,84.9643,174.932,283.194,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-02-11 00:00:00
ziatine,الزياتين,0.0101164,12,0.005119,26.5216,0.120935,5.59202,0.0621314,3.06797,5.1,12.2556,19.7345,32.3562,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-02-11 00:00:00
gamgoum,القمقوم,0.00321525,13,0.0,17.9515,0.0286157,5.59202,0.0,4.0594,2.4864,3.49223,4.77567,17.5648,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-02-11 00:00:00
harka,الحركة,0.0,35,0.02,30.314,0.115726,0.115726,0.03,0.03,4.39,,16.6052,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-02-11 00:00:00
siliana,سليانـــــــة,0.00647784,14,0.0,11.0795,0.24439,9.73061,0.0,2.44425,5.66166,5.43328,20.3251,21.3261,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-02-11 00:00:00
lakhmess,لخمـــــــاس,0.00738509,15,0.00011,2.92463,0.05428,1.1832,0.150562,1.24662,1.62847,0.838623,6.63503,5.08021,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-02-11 00:00:00
rmil,الرميـــــــل,0.00097668,16,0.0,1.348,0.0206116,1.36531,0.0,0.089432,2.02382,0.496977,6.35711,1.3972,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-02-11 00:00:00
birmcherga,بئر المشارقـــة,0.00681501,17,0.002,33.3812,0.258841,8.30893,0.022,0.4568,4.8588,4.75539,16.4393,34.9638,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-02-11 00:00:00
rmel,الرمــــــل,0.0097248,18,0.006,5.68096,0.0673701,5.33543,0.066,0.991625,1.25125,3.87919,11.8988,11.9893,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-02-11 00:00:00
nebhana,نبهانــــــة,0.0318001,19,0.0379,7.2134,0.331499,4.69425,0.29419,2.7435,2.4881,3.18207,13.277,14.2257,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-02-11 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.040558,54.5142,0.114659,21.4026,0.657583,5.69601,1.48658,5.72453,31.0613,56.7961,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-02-11 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0072,0.634439,0.0,7.28744,0.07272,0.625794,1.37654,2.42327,10.4679,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-02-11 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.00383625,0.196755,0.0,0.0,13.261,0.05048,46.773,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-02-11 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0162246,0.457613,1.42424,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-02-11 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.00562485,0.475634,0.0,0.1,0.1938,0.138231,1.57217,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-02-11 00:00:00
bezirk,بزيـــــــغ,0.000686512,25,0.0,1.5052,0.0108842,0.60485,0.0,0.609,0.84934,1.9031,3.28136,4.0144,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-02-11 00:00:00
chiba,شيبـــــــة,0.0,26,0.014408,0.89412,0.00525177,0.243749,0.077326,0.584912,1.09095,1.54899,4.4397,1.21788,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-02-11 00:00:00
masri,مصــــــري,0.0,27,0.0,2.60705,0.00964799,0.43148,0.0,4.16645,0.691901,0.5493,2.91203,2.92114,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-02-11 00:00:00
lebna,لبنــــــــة,0.00839744,28,0.00146,12.3155,0.0747956,2.63831,0.01596,0.720993,3.76017,18.628,12.4135,21.9406,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-02-11 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.98994,0.000863109,1.69228,0.0,0.017334,0.432658,0.33349,3.13148,1.96636,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-02-11 00:00:00
abid,العبيـــــــد,0.00333545,30,0.002444,4.11317,0.0189566,0.684784,0.002444,0.746463,0.734283,3.22617,3.58472,7.80737,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-02-11 00:00:00
mellegue,مـــــلاق,0.032196,1,0.0864,13.2697,0.435054,27.6644,0.864,23.1832,9.45404,34.5265,101.068,25.2133,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-02-10 00:00:00
benmetir,بنيمطيــر,0.434663,2,0.0709,24.6939,1.15026,12.5537,0.78482,11.6971,9.88153,6.92497,23.3024,39.8857,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-02-10 00:00:00
kasseb,كســاب,0.126252,3,0.09504,39.6408,1.95578,18.3474,0.9504,15.4915,11.175,8.06376,23.4079,51.8972,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-02-10 00:00:00
barbara,بربرة,0.267656,4,0.13228,65.2731,1.91289,33.4094,1.45661,12.976,20.8577,13.1509,47.4104,64.7551,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-02-10 00:00:00
sidisalem,سيدي ســــالم,1.11884,5,0.5432,294.116,13.9312,102.766,4.92788,95.7386,93.8696,117.144,185.132,452.352,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-02-10 00:00:00
bouheurtma,بو هرتمـــــه,0.132609,6,0.08656,33.6295,1.16246,21.4608,0.83727,22.5807,22.6967,20.5089,40.1406,54.2909,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-02-10 00:00:00
